SN,Name,Symbol,Status,Sector,Instrument,Email,Website
221,8.5% Prabhu Bank Debenture 2087,PBLD87,Active,Commercial Banks,Non-Convertible Debentures,amit.bhandari@prabhubank.com,
222,Prime Commercial Bank Ltd.,PCBL,Active,Commercial Banks,Equity,CS@pcbl.com.np,
223,Pokhara Finance Ltd.,PFL,Active,Finance,Equity,info@pokharafinance.com.np,
224,Peoples Hydropower Company Limited,PHCL,Active,Hydro Power,Equity,peoples.hydro5@gmail.com,https://peopleshydro.com.np/
225,Panchakanya Mai Hydropower Ltd,PMHPL,Active,Hydro Power,Equity,panchakanyamai@gmail.com,
226,Panchthar Power Compant Limited,PPCL,Active,Hydro Power,Equity,ppchewa@gmail.com,www.ppcl.com.np
227,People's Power Limited,PPL,Active,Hydro Power,Equity,peoplespowerltd@gmail.com,www.peoplespower.com.np
228,Prabhu Insurance Ltd.,PRIN,Active,Non Life Insurance,Equity,info@prabhuinsurance.com,http://www.prabhuinsurance.com
229,Progressive Finance Limited,PROFL,Active,Finance,Equity,info@pfltd.com.np,http://www.pfltd.com.np
230,Prabhu Smart Fund,PRSF,Active,Mutual Fund,Mutual Funds,info@prabhucapital.com,www.prabhucapital.com
231,Prabhu Bank Limited,PRVU,Active,Commercial Banks,Equity,amit.bhandari@prabhubank.com,
232,Prabhu Select Fund,PSF,Active,Commercial Banks,Mutual Funds,amit.bhandari@prabhubank.com,
233,Radhi Bidyut Company Ltd,RADHI,Active,Hydro Power,Equity,info@radhibidyut.com.np,
234,Rawa Energy Development Limited,RAWA,Active,Hydro Power,Equity,rawa.hydro@gmail.com,www.rawaenergy.com.np
235,8.5% RBBL Debenture 2083,RBBD83,Active,Commercial Banks,Non-Convertible Debentures,info.rbb@rbb.com.np,www.rbb.com.np
236,Rastriya Beema Company Limited,RBCL,Active,Non Life Insurance,Equity,info@rbcl.gov.np,
237,River Falls Power Limited,RFPL,Active,Hydro Power,Equity,riverfallshydropower@gmail.com,www.riverfallshydro.com.np
238,Rapti Hydro And General Construction Limited,RHGCL,Active,Hydro Power,Equity,info@raptihydro.com.np,www.raptihydro.com.np
239,RASUWAGADHI HYDROPOWER COMPANY LIMITED,RHPL,Active,Hydro Power,Equity,neupane.nar@gmail.com,www.rghpcl.com.np
240,Ridi Power Company Limited,RIDI,Active,Hydro Power,Equity,sayikanepal@gmail.com,
241,Reliance Finance Ltd.,RLFL,Active,Finance,Equity,loginnepse@reliancenepal.com.np,
242,RBB Mutual Fund 1,RMF1,Active,Mutual Fund,Mutual Funds,rbbmbl@rbbmbl.com.np,www.rbbmbl.com.np
243,RBB Mutual Fund 2,RMF2,Active,Mutual Fund,Mutual Funds,rbbmbl@rbbmbl.com.np,www.rbbmbl.com.np
244,RSDC Laghubitta Bittiya Sanstha Ltd.,RSDC,Active,Microfinance,Equity,info@rsdcmf.com,www.rsdcmf.com
245,Ru Ru Jalbidhyut Pariyojana Limited,RURU,Active,Hydro Power,Equity,contact@ruruhydro.com,www.ruruhydro.com
246,Sabaiko Laghubitta Bittiya Sanstha Limited,SABSL,Active,Microfinance,Equity,info@sabaikolaghubitta.com,www.sabaikolaghubitta.com
247,Shangrila Development Bank Ltd.,SADBL,Active,Development Banks,Equity,info@shangrilabank.com,
248,Sanima Equity Fund,SAEF,Active,Commercial Banks,Mutual Funds,RUDRA@sanimabank.com,www.sanimabank.com
249,Sanima Growth Fund,SAGF,Active,Mutual Fund,Mutual Funds,sanimacapital@sanimabank.com,www.sanima.capital
250,Sahas Urja Limited,SAHAS,Active,Hydro Power,Equity,surja@sahasurja.com,www.sahasurja.com
251,Sagarmatha Lumbini Insurance Co. Limited,SALICO,Active,Non Life Insurance,Equity,bishow.ad@sagarmathainsurance.com.np,
252,Samaj Laghubittya Bittiya Sanstha Limited,SAMAJ,Active,Microfinance,Equity,samajlbsl@gmail.com,www.samajlaghubitta.org.np
253,10% Sanima Bank Limited Debenture,SAND2085,Active,Commercial Banks,Non-Convertible Debentures,RUDRA@sanimabank.com,www.sanimabank.com
254,Sanima Bank Limited,SANIMA,Active,Commercial Banks,Equity,RUDRA@sanimabank.com,www.sanimabank.com
255,Saptakoshi Development Bank Ltd,SAPDBL,Active,Development Banks,Equity,info@skdbl.com.np,www.skdbl.com.np
256,Sunrise Bluechip Fund,SBCF,Active,Commercial Banks,Mutual Funds,info@sunrisebank.com.np,
257,8.5% Sanima Debenture 2087,SBD87,Active,Commercial Banks,Non-Convertible Debentures,RUDRA@sanimabank.com,www.sanimabank.com
258,10.25% Sanima Debenture 2089,SBD89,Active,Commercial Banks,Non-Convertible Debentures,RUDRA@sanimabank.com,www.sanimabank.com
259,Nepal SBI Bank Limited,SBI,Active,Commercial Banks,Equity,cs@nsbl.com.np,https://nsbl.statebank
260,10% Nepal SBI Bank Debenture 2086,SBIBD86,Active,Commercial Banks,Non-Convertible Debentures,cs@nsbl.com.np,https://nsbl.statebank
261,10.25% Nepal SBI Bank Debenture 2083,SBID83,Active,Commercial Banks,Non-Convertible Debentures,cs@nsbl.com.np,https://nsbl.statebank
262,Siddhartha Bank Limited,SBL,Active,Commercial Banks,Equity,laxman.ghimire@sbl.com.np,
263,10.50% SBL Debenture 2082,SBLD2082,Active,Commercial Banks,Non-Convertible Debentures,laxman.ghimire@sbl.com.np,
264,10.25% SBL Debenture 2083,SBLD83,Active,Commercial Banks,Non-Convertible Debentures,laxman.ghimire@sbl.com.np,
265,8.5% SBL Debenture 2084,SBLD84,Active,Commercial Banks,Non-Convertible Debentures,laxman.ghimire@sbl.com.np,
266,10.75% SBL Debenture 2089,SBLD89,Active,Commercial Banks,Non-Convertible Debentures,laxman.ghimire@sbl.com.np,
267,Standard Chartered Bank Limited,SCB,Active,Commercial Banks,Equity,Legal.Nepal@sc.com,
268,10.30% Standard Chartered Bank Limited Debenture,SCBD,Active,Commercial Banks,Non-Convertible Debentures,Legal.Nepal@sc.com,
269,Shangri-la Development Bank Debenture 2087,SDBD87,Active,Development Banks,Non-Convertible Debentures,info@shangrilabank.com,
270,Sadhana Laghubitta Bittiya Sanstha Limited,SDLBSL,Active,Microfinance,Equity,resham.sadhana@gmail.com,www.sadhanlaghubitta.com.np
271,Siddhartha Equity Fund,SEF,Active,Commercial Banks,Mutual Funds,laxman.ghimire@sbl.com.np,
272,Samriddhi Finance Company Limited,SFCL,Active,Finance,Equity,cs@sfcl.com.np,http://www.wmerchantbank.com
273,Sunrise Focused Equity Fund,SFEF,Active,Commercial Banks,Mutual Funds,info@sunrisecapital.com.np,www.sunrisecapital.com.np
274,Sunrise First Mutual Fund,SFMF,Active,Commercial Banks,Mutual Funds,info@sunrisebank.com.np,
275,Swet-Ganga Hydropower & Construction Limited,SGHC,Active,Hydro Power,Equity,sghcl@sanimahydro.com,www.swetgangahydropower.com
276,Sanima GIC Insurance Limited,SGIC,Active,Non Life Insurance,Equity,sanima@sanimageneral.com,www.sanimageneral.com
277,Singati Hydro Energy Limited,SHEL,Active,Hydro Power,Equity,shehydro@gmail.com,www.singatihydro.com
278,Shine Resunga Development Bank Ltd.,SHINE,Active,Development Banks,Equity,info@srdb.com.np,https://srdb.com.np/
279,SHIVAM CEMENTS LTD,SHIVM,Active,Manufacturing And Processing,Equity,info@shivamcement.com,www.shivamcement.com
280,Soaltee Hotel Limited,SHL,Active,Hotels And Tourism,Equity,lbkhatri@soaltee.com.np,http://www.soalteehotel.com
281,Shrijanshil Laghubitta Bittiya Sanstha Limited,SHLB,Active,Microfinance,Equity,info@shrijanshil.com.np,www.shrijanshil.org
282,Sanima Mai Hydropower Ltd.,SHPC,Active,Hydro Power,Equity,sanimamai@sanimahydro.com,www.maihydro.com
283,Shikhar Insurance Co. Ltd.,SICL,Active,Non Life Insurance,Equity,info@shikharinsurance.com,http://www.shikharinsurance.com
284,Shree Investment Finance Co. Ltd.,SIFC,Active,Finance,Equity,info@shreefinance.com.np,http://www.shreefinance.com.np
285,Siddhartha Investment Growth Scheme - 2,SIGS2,Active,Commercial Banks,Mutual Funds,laxman.ghimire@sbl.com.np,
286,Siddhartha Investment Growth Scheme 3,SIGS3,Active,Commercial Banks,Mutual Funds,laxman.ghimire@sbl.com.np,
287,Sikles Hydropower Limited,SIKLES,Active,Hydro Power,Equity,sikleshydro13mw@gmail.com,www.sikleshydro.com.np
288,Sindhu Bikash Bank Ltd,SINDU,Active,Development Banks,Equity,info@sindhubank.com.np,
289,SANJEN JALAVIDHYUT COMPANY LIMITED,SJCL,Active,Hydro Power,Equity,sanjenhcl@gmail.com,www.sjcl.com.np
290,SuryaJyoti Life Insurance Company Limited,SJLIC,Active,Life Insurance,Equity,it@suryalife.com,
291,Sana Kisan Bikas Laghubitta Bittiya Sanstha Limited,SKBBL,Active,Microfinance,Equity,info@skbbl.com.np,http://www.skbbl.com.np
292,Swarojgar Laghu Bitta Bikas Bank Ltd.,SLBBL,Active,Microfinance,Equity,info@slbbl.com.np,www.slbbl.com.np
293,Samudayik Laghubitta Bittiya Sanstha Limited,SLBSL,Active,Microfinance,Equity,samudayikbank@gmail.com,www.samudayikbank.com.np
294,Sanima Large Cap Fund,SLCF,Active,Commercial Banks,Mutual Funds,RUDRA@sanimabank.com,www.sanimabank.com
295,Samata Gharelu Laghubitta Bittiya Sanstha Limited,SMATA,Active,Microfinance,Equity,samata@samata.org.np,www.samata.org.np
296,Support Microfinance Bittiya Sanstha Ltd.,SMB,Active,Microfinance,Equity,smicrofinance7@gmail.com,https://supportmicrofinance.com.np/
297,Swabhimaan Laghubitta Bittiya Sanstha Limited,SMFBS,Active,Microfinance,Equity,info@swabhimaanlaghubitta.com.np,www.swabhimaanmicrofinance.com
298,Super Mai Hydropower Limited,SMH,Active,Hydro Power,Equity,supermaihydropower@gmail.com,www.supermaihydro.com.np
299,Super Madi Hydropower Limited,SMHL,Active,Hydro Power,Equity,supermadihydro@gmail.com,www.supermadihydro.com.np
300,Sagarmatha Jalabidhyut Company Limited,SMJC,Active,Hydro Power,Equity,sagarmathahydropower@gmail.com,https://sagarmathajbc.com.np
301,Samling Power Company Limited,SPC,Active,Hydro Power,Equity,info@urjadeveloper.com,spcl.com.np
302,Synergy Power Development Ltd.,SPDL,Active,Hydro Power,Equity,email.synergy@gmail.com,www.synergyhydro.com
303,Sayapatri Hydropower Limited,SPHL,Active,Hydro Power,Equity,info@sayapatrihydropower.com,www.sayapatrihydropower.com
304,Siddhartha Premier Insurance Limited,SPIL,Active,Non Life Insurance,Equity,premier@picl.com.np,
305,Shuvam Power Limited,SPL,Active,Hydro Power,Equity,shuvampower@gmail.com,www.shuvamhydro.com.np
306,10.25% Sunrise Bank Debenture 2083,SRBLD83,Active,Commercial Banks,Non-Convertible Debentures,info@sunrisebank.com.np,
307,10% Sunrise Debenture 2080,SRD80,Active,Commercial Banks,Non-Convertible Debentures,info@sunrisebank.com.np,
308,Sanima Reliance Life Insurance Limited,SRLI,Active,Life Insurance,Equity,sanima@sanimalife.com,www.sanimalife.com
309,Shiva Shree Hydropower Ltd,SSHL,Active,Hydro Power,Equity,shivashreehydropowerltd@gmail.com,www.shivashreehdyro.com
310,Salt Trading Corporation,STC,Active,Tradings,Equity,legalstcnepal@gmail.com,
311,Swabalamban Laghubitta Bittiya Sanstha Limited,SWBBL,Active,Microfinance,Equity,finance@swbbl.com.np,www.swbbl.com.np
312,Suryodaya Womi Laghubitta Bittiya Sanstha Limited,SWMF,Active,Microfinance,Equity,pramesh.swmfi@gmail.com,
313,Sanima Middle Tamor Hydropower Limited,TAMOR,Active,Hydro Power,Equity,middletamor@sanimahydro.com,https://middletamor.com/
314,Terhathum Power Company Limited,TPC,Active,Hydro Power,Equity,terathumpc@gmail.com,www.terhathumpc.com
315,Taragaon Regency Hotel Limited,TRH,Active,Hotels And Tourism,Equity,info@taragaon.com,
316,Three Star Hydropower Limited,TSHL,Active,Hydro Power,Equity,sapsu2016@gmail.com,threestarhydro.com
317,United Ajod Insurance Limited,UAIL,Active,Non Life Insurance,Equity,info@unitedinsurance.com.np,www.unitedinsurance.com.npwww.unitedinsurance.com.n
318,Upper Hewakhola Hydropower Company Limited,UHEWA,Active,Hydro Power,Equity,upperhewahpc@gmail.com,upperhewahpc.com.np
319,Upakar Laghubitta Bittiya Sanstha Limited,ULBSL,Active,Microfinance,Equity,upakar.banke1@gmail.com,www.ulbsl.com.np
320,United Modi Hydropower Ltd.,UMHL,Active,Hydro Power,Equity,unitedmodi@ntc.net.np,www.umh.com.np
321,United IDI Mardi RB Hydropower Limited.,UMRH,Active,Hydro Power,Equity,unitedidimardi7mw@gmail.com,www.idimardihydro.com.np
322,Union Hydropower Limited,UNHPL,Active,Hydro Power,Equity,unionhppl@gmail.com,www.unionhydropower.com.np
323,Unilever Nepal Limited,UNL,Active,Manufacturing And Processing,Equity,unl.shareholdersconnect@unilever.com,
324,Unique Nepal Laghubitta Bittiya Sanstha Limited,UNLB,Active,Microfinance,Equity,unique.mfp@gmail.com,https://uniquenepalmicrofinance.com.np
325,UNIVERSAL POWER COMPANY LTD,UPCL,Active,Hydro Power,Equity,upcl.share@tkkhp.com.np,www.universalpowercompany.com.np
326,Upper Tamakoshi Hydropower Ltd,UPPER,Active,Hydro Power,Equity,office@utkhpl.org.np,www.tamakhosihydro.org.np
327,Upper Solu Hydro Electric Company Limited,USHEC,Active,Hydro Power,Equity,ushec@info.com.np,www.ushec.com.np
328,Upper Syange Hydropower Limited,USHL,Active,Hydro Power,Equity,upper.syange@gmail.com,www.uppersyange.com
329,Unnati Sahakarya Laghubitta Bittiya Sanstha Limited,USLB,Active,Microfinance,Equity,prempathak021@gmail.com,http://www.unnatimfi.com.np
330,Vijaya laghubitta Bittiya Sanstha Ltd.,VLBS,Active,Microfinance,Equity,vlbs@vlbs.com.np,
331,Wean Nepal Laghubitta Bittiya Sanstha Limited,WNLB,Active,Microfinance,Equity,nepalseva@gmail.com,
1,Yak And Yeti Hotel Limited,YHL,Suspended,Hotels And Tourism,Equity,yhl@yhl.com,
2,Sunrise Bank Limited,SRBL,Suspended,Commercial Banks,Equity,info@sunrisebank.com.np,
3,Shree Ram Sugar Mills Limited,SRS,Suspended,Manufacturing And Processing,Equity,srs@srs.com,
4,Shree Bhrikuti Pulp And Paper Limited,SBPP,Suspended,Manufacturing And Processing,Equity,sbpp@sbpp.com,
5,Samjhana Finance Co. Ltd.,SFC,Suspended,Finance,Equity,sfc@sfc.com,
6,Raghupati Jute Mills Limited,RJM,Suspended,Manufacturing And Processing,Equity,account@srjml.com.np,
7,Prabhu Life Insurance Limited,PLI,Suspended,Life Insurance,Equity,kishor@prabhulife.com,www.prabhulife.com
8,Nepal Welfare Company Limited,NWC,Suspended,Tradings,Equity,nwc@nwc.com,
9,Nepal Vanaspati Ghee Udhyog Limited,NVG,Suspended,Manufacturing And Processing,Equity,nvg@nvg.com,
10,Nepal Tading Limited,NTL,Suspended,Tradings,Equity,ntl@ntl.com,
11,Nepal Share Markets Ltd.,NSM,Suspended,Finance,Equity,nsm@nsm.com,
12,Nepal Khadya Udhyog Limited,NKU,Suspended,Manufacturing And Processing,Equity,nku@nku.com,
13,Nepal Film Development Company Limited,NFD,Suspended,Others,Equity,nfd@nfd.com,
14,Nepal Bitumin And Barrel Udhyog Limited,NBBU,Suspended,Manufacturing And Processing,Equity,nbbu@nbbu.com,
15,Laxmi Bank Limited,LBL,Suspended,Commercial Banks,Equity,piyush.aryal@laxmibank.com,
16,Jyoti Sinning Mills Limited,JSM,Suspended,Manufacturing And Processing,Equity,jsm@jsm.com,
17,Himalayan Finance Limited (Bittiya Sanstha),HFL,Suspended,Finance,Equity,info@hfl.com.np,
18,Harisiddhi Brick And Tiles Limited,HBT,Suspended,Manufacturing And Processing,Equity,hbt@hbt.com,
19,Gorakhkali Rubber Udhyog Limited,GRU,Suspended,Manufacturing And Processing,Equity,gru@gru.com,
20,Fleur Himalayan Limited,FHL,Suspended,Manufacturing And Processing,Equity,fhl@fhl.com,
21,Crystal Finance Ltd.,CFL,Suspended,Finance,Equity,info@crystal.com.np,
22,Capital Merchant Bank & Finance Co. Ltd.,CMB,Suspended,Finance,Equity,avu@avu.com,
23,Butwal Spinning Mills Limited,BSM,Suspended,Manufacturing And Processing,Equity,bsm@bsm.com,
24,Birat Shoe Limited,BSL,Suspended,Manufacturing And Processing,Equity,bsl@bsl.com,
25,Arun Vanaspati Udhyog Limited,AVU,Suspended,Manufacturing And Processing,Equity,avu@avu.com,
1,Nepal Bangladesh Bank Limited,NBB,Delisted,Commercial Banks,Equity,bishwapoudel@nbbl.com.np,
2,Bank of Kathmandu Ltd.,BOKL,Delisted,Commercial Banks,Equity,deepak.gautam@bok.com.np,
3,Lumbini Bank Limited,LUBL,Delisted,Commercial Banks,Equity,info@lumbinibank.com.np,
4,Nepal Credit And Commercial Bank Limited,NCCB,Delisted,Commercial Banks,Equity,corporate@nccbank.com.np,http://www.nccbank.com.np
5,National Pro. And Eco. Dev. Centre,ESC,Delisted,Others,Equity,esc@esc.com,
6,Nepal Byapar Bikash Company(Koshi) Limited,NBCK,Delisted,Tradings,Equity,nbck@nbck.com,
7,NIDC Development Bank Ltd.,NIDC,Delisted,Development Banks,Equity,nidc@nidc.org.np,http://www.nidc.org.np
8,Nepal Development Bank Limited,NDB,Delisted,Development Banks,Equity,ndb@ndb.com,
9,Grand Bank Nepal Limited,GRAND,Delisted,Commercial Banks,Equity,dcbl@dcbl.com,
10,Paschimanchal Bikash Bank Limited,PDBL,Delisted,Development Banks,Equity,pbbl@pbbl.com,
11,Gandaki Bikas BankLimited,GDBL1,Delisted,Development Banks,Equity,hop@gandakibank.com,
12,Business Universal Development Bank Ltd.,BUDBL,Delisted,Development Banks,Equity,info@budbank.com.np,http://www.budbank.com.np
13,Siddhartha Development Bank Ltd.,SDBL,Delisted,Development Banks,Equity,info@sdbl.com.np,
14,Bhrikuti Vikash Bank Limited,BBBL,Delisted,Development Banks,Equity,vbb@vbb.com,
15,Bagheshwori Development Bank Limited,BBBLN,Delisted,Development Banks,Equity,bdb@bdb.com,
16,Sahayogi Bikas Bank Limited,SBBLJ,Delisted,Development Banks,Equity,sahayogibank@yahoo.com,http://www.sahayogibank.com.np
17,Gurkha Development Bank Limited,GDBNL,Delisted,Development Banks,Equity,info@gdbl.com.np,http://www.gdbl.com.np
18,Everest Insurance Co. Ltd.,EIC,Delisted,Non Life Insurance,Equity,pradip@eic.com.np,
19,Prudential Insurance Co. Ltd.,PICL,Delisted,Non Life Insurance,Equity,info@pil.com.np,http://www.pil.com
20,Lumbini General Insurance Co. Ltd.,LGIL,Delisted,Non Life Insurance,Equity,devendra@lgic.com.np,
21,Morang Sugar Mills Limited,MSM,Delisted,Manufacturing And Processing,Equity,msm@msm.com,
22,NIDC Capital Markets Ltd.,NCM,Delisted,Finance,Equity,info@ncml.com.np,http://www.ncml.com.np
23,Biratnagar Jute Mills Limited,BJM,Delisted,Manufacturing And Processing,Equity,bjm@bjm.com,
24,Narayani National Finance Limited,NNFC,Delisted,Finance,Equity,info@nnfl.com.np,http://www.nnfl.com.np
25,Kailash Bikas Bank Ltd.,KBBL,Delisted,Development Banks,Equity,subashghimire@kailashbank.com,http://www.kailashbank.com
26,Peoples Finance Ltd.,PFCL,Delisted,Finance,Equity,pfcl@pfcl.com,
27,Union Finance Co. Ltd.,UFCL,Delisted,Finance,Equity,ufl@union.com.np,
28,Nepal Aawas Finance Limited,NABB,Delisted,Finance,Equity,nabb@nabb.com,
29,Narayani Finance Ltd.,NFL,Delisted,Finance,Equity,nfl@nfl.com,
30,Ace Development Bank Ltd.,ACEDBL,Delisted,Development Banks,Equity,info@ace.com.np,
31,Yeti Finance Ltd.,YFL,Delisted,Finance,Equity,yfl@yfl.com,
32,Gorkha Finance Ltd.,GFLK,Delisted,Finance,Equity,gflk@gflk.com,
33,Universal Finance Ltd.,UFLK,Delisted,Finance,Equity,uflk@uflk.com,
34,Himgiri Textile Industries Limited,HTL,Delisted,Manufacturing And Processing,Equity,htu@htu.com,
35,Nepal Housing & Merchant Finance Ltd.,NHMF,Delisted,Finance,Equity,nhmf@nhmf.com,
36,Maha Laxmi Finance Ltd.,MFL,Delisted,Finance,Equity,info@mahalaxmi.com.np,
37,Lalitpur Finance Ltd.,LFC,Delisted,Finance,Equity,lfc@lfc.com,
38,Paschimanchal Finance Co. Ltd.,PFC,Delisted,Finance,Equity,paficol@gmail.com,
39,Lumbini Finance Ltd.,LFLC,Delisted,Finance,Equity,lufil@mos.com.np,http://www.lumbinifinance.com.np
40,Siddharth Finance Ltd.,SFL,Delisted,Finance,Equity,sfl.bhwa@gmail.com,
41,Alpic Everest Finance Co. Ltd.,AEFL,Delisted,Finance,Equity,abc@abc.com,
42,Nepal Bangladesh Finance & Leasing Co. Ltd.,NBFL,Delisted,Finance,Equity,abc@abc.com,
43,United Finance Ltd.,UFL,Delisted,Finance,Equity,shesh.dhungana@ufl.com.np,http://www.ufl.com.np
44,International Leasing & Finance Co. Ltd.,ILFC,Delisted,Finance,Equity,info@ilfco.com.np,http://www.ilfco.com.np
45,Nepal Shree Lanka Merchant Banking & Finance Ltd,NSLMB,Delisted,Finance,Equity,abc@abc.com,
46,Premier Finance Co. Ltd.,PFCLL,Delisted,Finance,Equity,abc@abc.com,
47,Nava Durga Finance Co. Ltd.,NDFL,Delisted,Finance,Equity,abc@abc.com,
48,Synergy Finance Ltd.,SYFL,Delisted,Finance,Equity,abc@abc.com,
49,Standard Finance Ltd.,STFL,Delisted,Finance,Equity,abc@abc.com,
50,Om Finance Ltd.,OFL,Delisted,Finance,Equity,info@omfinance.com,http://www.omfinance.com
51,CMB Finance Limited,CMBF,Delisted,Finance,Equity,cmbfl@wlink.com.np,
52,Fewa Finance Co. Ltd.,FFCL,Delisted,Finance,Equity,avu@avu.com,
53,Birgunj Finance Ltd.,BJFL,Delisted,Finance,Equity,avu@avu.com,
54,Everest Finance Ltd.,EFL,Delisted,Finance,Equity,efl@efl.com.np,
55,Prudential Finance Company Limited,PFIL,Delisted,Finance,Equity,info@pbsl.com.np,
56,Shrijana Finance (Bittaya Sanstha),SFFIL,Delisted,Finance,Equity,avu@avu.com,
57,Apex Development Bank Ltd.,APEX,Delisted,Development Banks,Equity,info@apexbanknepal.com,
58,IME Financial Institution,IMEFI,Delisted,Finance,Equity,avu@avu.com,
59,Bhajuratna Finance & Saving Co. Ltd.,BFIL,Delisted,Finance,Equity,avu@avu.com,
60,Patan Finance Limited,PFLBS,Delisted,Finance,Equity,pafl@pafl.com,
61,Supreme Development Bank Ltd.,SUPRME,Delisted,Development Banks,Equity,anna@anna.com,
62,Imperial Financial Inst. Ltd.,IFIL,Delisted,Finance,Equity,imperial@imperial.com,
63,Society Development Bank Ltd.,SODBL,Delisted,Development Banks,Equity,himchulibbs@wlink.com.np,
64,Civil Merchant Bittiya Santha Ltd.,CMBSL,Delisted,Finance,Equity,marketing@civilmbsl.com,
65,Mahalaxmi BikasBank Limited,MLBL1,Delisted,Development Banks,Equity,malika@nepse.com,
66,Nepal Express Finance Ltd.,NEFL,Delisted,Finance,Equity,nepalxfinance@wlink.com.np,http://www.nepalexfinance.com
67,Biratlaxmi Bikas Bank Limited,BLDBL,Delisted,Development Banks,Equity,info@biratlaxmibank.com.np,
68,Siddhartha Insurance Ltd.,SIL,Delisted,Non Life Insurance,Equity,info@siddharthainsurance.com,
69,Infrastructure Development Bank Ltd.,IDBL,Delisted,Development Banks,Equity,info@idbank.com.np,
70,City Express Finance Co. Limited,CEFL,Delisted,Finance,Equity,legal@cityexpress.com.np,
71,Prabhu Bikas Bank Limited,PRBBL,Delisted,Development Banks,Equity,info@prabhufin.com.np,
72,Deva Bikas Bank Limited,DBBL,Delisted,Development Banks,Equity,info@devabank.com.np,
73,Lord Buddha Finance Limited,LBFIL,Delisted,Finance,Equity,info@loardbuddhafinance.com.np,
74,Sagarmatha Finance Limited,SAFL,Delisted,Finance,Equity,info@sagarmatha.com.np,
75,Subhechha Bikas Bank Limited,SUBBL,Delisted,Development Banks,Equity,info@subbl.com.np,
76,Kaski Finance Limited,KAFIL,Delisted,Finance,Equity,kafil@wlink.com.np,http://www.kaskifinance.com.np
77,Clean Energy Development Bank Limited,CEDBL,Delisted,Development Banks,Equity,info@cedbl.com,http://www.cedbl.com
78,Triveni Bikas Bank Limited,TBBL,Delisted,Development Banks,Equity,triveni@trivenibank.com.np,http://www.trivenibank.com.np
79,Purwanchal Grameen Bikash Bank Limited,PGBL,Delisted,Development Banks,Equity,gbbn@wlink.com.np,http://www.grameenbirat.com.np
80,Reliable Development Bank Limited,REDBL,Delisted,Development Banks,Equity,info@reliablebank.com.np,http://www.reliablebank.com.np
81,Axis Development Bank Limited,AXIS,Delisted,Development Banks,Equity,pbank@wlink.com.np,http://www.pashupatibank.com.np
82,Shikhar Finance Limited,SBSL,Delisted,Finance,Equity,sbsl@mail.com.np,http://www.shikharfinance.com.np
83,Bank of Asia Nepal Limited,BOAN,Delisted,Commercial Banks,Equity,info@boa.com.np,
84,Api Finance Limited,AFL,Delisted,Finance,Equity,api@fewanet.com.np,
85,Madhyamanchal Gramin Development Bank Ltd.,MGBL,Delisted,Development Banks,Equity,info@mgbl.com.np,
86,Public Development Bank Limited,PDB,Delisted,Development Banks,Equity,info@pdb.com.np,
87,Mahakali Bikas Bank Limited,MBBL,Delisted,Development Banks,Equity,info@mahakali.com.np,
88,Pathibhara Bikas Bank Limited,PBSL,Delisted,Development Banks,Equity,pathibharabank@nns.com.np,
89,Resunga Bikas Bank Limited,RBSL,Delisted,Development Banks,Equity,resungabank@ntc.net.np,
90,Kasthamandap Development Bank Limited,KDBL,Delisted,Development Banks,Equity,kdbl@kdbl.com.np,http://www.kdbl.com.np
91,Sewa Bikas Bank Limited,SEWA,Delisted,Development Banks,Equity,info@sewabank.com.np,
92,Nilgiri Bikas Bank Limited,NGBL,Delisted,Development Banks,Equity,info@mgbl.com.np,
93,Om Development Bank Ltd.,ODBL,Delisted,Development Banks,Equity,info@ombank.com.np,http://www.ombank.com.np
94,Udhyam Bikas Bank Limited,UBBL,Delisted,Development Banks,Equity,edbl@wlink.com.np,
95,Alpine Development Bank Limited,ALDBL,Delisted,Development Banks,Equity,info@alpinedevbank.com.np,http://www.alpinedevbank.com.np
96,Suryadarshan Finance Company Limited,SDFL,Delisted,Finance,Equity,sdfcl@wlink.com.np,http://www.sdfinance.com.np
97,Zenith Finance Limited,ZFL,Delisted,Finance,Equity,info@zenith.com.np,
98,Swastik Merchant Finance Co. Ltd.,SMF,Delisted,Finance,Equity,info@smfcl.com.np,http://www.smfcl.com.np
99,Subha Laxmi Finance Co. Ltd.,SLFL,Delisted,Finance,Equity,subhalaxmi@wsn.com.np,http://www.shubhalaxmifinance.com.np
100,Gaurishankar Development Bank Ltd.,GSDBL,Delisted,Development Banks,Equity,info@gsdbl.com.np,
101,Unique Finance Ltd.,UFIL,Delisted,Finance,Equity,unique@uniquefinance.com.np,
102,Professional Diyalo Bikas Bank Ltd.,PRDBL,Delisted,Development Banks,Equity,diyalobank@gmail.com,http://www.diyalobank.com.np
103,Seti Finance Limited,SETI,Delisted,Finance,Equity,info@seti.com.np,
104,Kankai Bikas Bank Ltd.,KNBL,Delisted,Development Banks,Equity,kbbl@kankaibank.com.np,
105,Gandaki Bikas Bank Limited,GDBL,Delisted,Development Banks,Equity,chhabindra@gandakibank.com.np,
106,Hathway Finance Company Limited,HATH,Delisted,Finance,Equity,bikram.malla@hathwayfinance.com,
107,Kabeli Bikas Bank Limited,KEBL,Delisted,Development Banks,Equity,kumar.khadka@kabelibank.com,
108,Tinau Development Bank Limited,TNBL,Delisted,Development Banks,Equity,reporting@tinaubank.com,
109,Araniko Development Bank Limited,ARDBL,Delisted,Development Banks,Equity,nabin@aranikobank.com,
